stu_id,strat_id,psu,bystuwt,byses1,bytxmstd,bytxrstd,f2ps1lvl,first_pei,byses1_decile_wtd,byses1_percentile,bytxmstd_quintile_wtd,bytxmstd_quintile,bytxrstd_quintile_wtd,bytxrstd_quintile,first_pei_4yr
325215,325,"PSU 2",237.9028,-.05,42.62,39.32,"Less than 2-years","less than 2-years",5,5,2,2,1,1,0
123108,123,"PSU 1",370.1984,-.02,55.43,50.91,"At least 2, but less than 4 years","2-years",5,5,4,4,3,3,0
332218,332,"PSU 2",184.2541,-.07,49.43,48.69,.c,"no college",5,5,3,3,3,3,0
293113,293,"PSU 1",73.5067,-.07,52.79,53.25,"At least 2, but less than 4 years","2-years",5,5,3,3,4,3,0
177203,177,"PSU 2",232.6135,-.14,56.11,57.56,"At least 2, but less than 4 years","2-years",5,5,4,4,4,4,0
325135,325,"PSU 1",428.5931,-.11,44.39,44.13,"Four or more years","4-years or more",5,5,2,2,2,2,1
327207,327,"PSU 2",376.0259,-.2,58.43,50.29,.c,"no college",5,4,4,4,3,3,0
338126,338,"PSU 1",403.9109,-.07,52.33,52.39,.d,.d,5,5,3,3,3,3,.d
226201,226,"PSU 2",224.5235,-.09,50.48,43.88,"At least 2, but less than 4 years","2-years",5,5,3,3,2,2,0
110227,110,"PSU 2",215.3572,-.04,52.67,46.35,"Four or more years","4-years or more",5,5,3,3,2,2,1
264106,264,"PSU 1",305.1643,-.09,48.68,55.84,"Four or more years","4-years or more",5,5,3,3,4,4,1
194109,194,"PSU 1",259.1201,-.06,47.23,36.49,.c,"no college",5,5,2,2,1,1,0
338207,338,"PSU 2",508.979,-.08,34.11,39.32,"Four or more years","4-years or more",5,5,1,1,1,1,1
354119,354,"PSU 1",390.734,-.14,54.22,49.92,"At least 2, but less than 4 years","2-years",5,5,4,4,3,3,0
224114,224,"PSU 1",296.7635,-.19,61.57,59.41,"At least 2, but less than 4 years","2-years",5,4,5,5,5,5,0
150217,150,"PSU 2",159.2866,-.19,47.63,53.13,.c,"no college",5,4,3,2,4,3,0
137217,137,"PSU 2",22.8027,-.07,47.45,49.68,.c,"no college",5,5,2,2,3,3,0
213201,213,"PSU 2",220.5392,-.12,42.03,51.52,.c,"no college",5,5,2,1,3,3,0
121213,121,"PSU 2",170.7147,-.16,47.83,48.94,"At least 2, but less than 4 years","2-years",5,5,3,2,3,3,0
322225,322,"PSU 2",88.3447,-.11,48.86,50.79,"Four or more years","4-years or more",5,5,3,3,3,3,1
350228,350,"PSU 2",192.5565,-.14,63.91,57.44,"Less than 2-years","less than 2-years",5,5,5,5,4,4,0
424113,424,"PSU 1",56.4464,-.1,52.92,56.21,"Four or more years","4-years or more",5,5,4,3,4,4,1
419112,419,"PSU 1",85.4582,-.1,54.07,51.4,.d,.d,5,5,4,4,3,3,.d
277216,277,"PSU 2",410.5743,-.16,61.21,60.77,.c,"no college",5,5,5,5,5,5,0
306121,306,"PSU 1",25.4638,-.17,38.07,40.19,"At least 2, but less than 4 years","2-years",5,4,1,1,1,1,0
211114,211,"PSU 1",225.7721,-.01,54.32,43.39,"At least 2, but less than 4 years","2-years",5,5,4,4,2,2,0
326102,326,"PSU 1",285.0224,-.16,38.96,55.47,"Four or more years","4-years or more",5,5,1,1,4,4,1
264210,264,"PSU 2",187.1132,-.1,56.27,54.73,.c,"no college",5,5,4,4,4,4,0
114207,114,"PSU 2",285.4611,-.15,52.68,48.44,.c,"no college",5,5,3,3,3,3,0
372128,372,"PSU 1",131.9877,-.16,57.33,64.96,"Four or more years","4-years or more",5,5,4,4,5,5,1
157125,157,"PSU 1",174.6703,-.02,50.58,49.43,"At least 2, but less than 4 years","2-years",5,5,3,3,3,3,0
249121,249,"PSU 1",14.1695,-.03,49.03,55.22,.h,.h,5,5,3,3,4,4,.h
173201,173,"PSU 2",304.6879,-.12,51.21,53.25,"Four or more years","4-years or more",5,5,3,3,4,3,1
182210,182,"PSU 2",191.2844,-.12,53.97,58.92,.d,.d,5,5,4,4,5,4,.d
149108,149,"PSU 1",175.0458,-.16,54.68,52.51,.c,"no college",5,5,4,4,3,3,0
338123,338,"PSU 1",99.4715,-.18,51.27,48.94,"At least 2, but less than 4 years","2-years",5,4,3,3,3,3,0
139209,139,"PSU 2",194.5,-.16,58.39,67.67,"At least 2, but less than 4 years","2-years",5,5,4,4,5,5,0
409107,409,"PSU 1",83.2338,-.16,43.88,39.57,"Four or more years","4-years or more",5,5,2,2,1,1,1
287212,287,"PSU 2",483.8837,-.02,61.95,60.03,"At least 2, but less than 4 years","2-years",5,5,5,5,5,5,0
291215,291,"PSU 2",321.9797,-.08,46.62,42.28,.d,.d,5,5,2,2,2,2,.d
349116,349,"PSU 1",268.1158,-.06,34.53,39.08,"At least 2, but less than 4 years","2-years",5,5,1,1,1,1,0
330203,330,"PSU 2",294.3346,-.13,57.29,52.76,"At least 2, but less than 4 years","2-years",5,5,4,4,3,3,0
190203,190,"PSU 2",339.3695,-.06,50.35,49.68,.c,"no college",5,5,3,3,3,3,0
396112,396,"PSU 1",54.1649,-.11,66.33,53.74,"Four or more years","4-years or more",5,5,5,5,4,4,1
287204,287,"PSU 2",528.8833,-.11,39.53,45.98,.h,.h,5,5,1,1,2,2,.h
216215,216,"PSU 2",367.5114,-.08,41.93,45.49,"Four or more years","4-years or more",5,5,2,1,2,2,1
331218,331,"PSU 2",190.5657,-.06,62,57.93,"Four or more years","4-years or more",5,5,5,5,4,4,1
377101,377,"PSU 1",363.2262,-.06,38.1,30.45,.c,"no college",5,5,1,1,1,1,0
129201,129,"PSU 2",176.6859,-.05,29.17,32.18,.c,"no college",5,5,1,1,1,1,0
429109,429,"PSU 1",62.4129,-.2,52.45,34.77,.d,.d,5,4,3,3,1,1,.d
287115,287,"PSU 1",322.2849,-.16,43.94,34.03,"Less than 2-years","less than 2-years",5,5,2,2,1,1,0
103303,103,"PSU 3",63.6658,-.18,45.57,45.61,.d,.d,5,4,2,2,2,2,.d
397110,397,"PSU 1",63.4264,-.12,60.1,55.47,"Four or more years","4-years or more",5,5,5,5,4,4,1
373111,373,"PSU 1",267.6333,-.07,57.07,47.83,.d,.d,5,5,4,4,3,2,.d
287103,287,"PSU 1",82.9265,-.04,41.27,44.01,"At least 2, but less than 4 years","2-years",5,5,1,1,2,2,0
225212,225,"PSU 2",179.8302,-.19,47.51,58.55,"Four or more years","4-years or more",5,4,2,2,4,4,1
357312,357,"PSU 3",419.5138,-.13,50.16,51.65,.c,"no college",5,5,3,3,3,3,0
299130,299,"PSU 1",70.6192,-.17,55.14,61.38,.d,.d,5,4,4,4,5,5,.d
260228,260,"PSU 2",301.7143,-.1,46.03,51.65,"At least 2, but less than 4 years","2-years",5,5,2,2,3,3,0
337203,337,"PSU 2",227.5235,-.17,43.14,43.39,.c,"no college",5,4,2,2,2,2,0
239115,239,"PSU 1",188.6454,-.16,42.51,63.23,"Four or more years","4-years or more",5,5,2,2,5,5,1
370228,370,"PSU 2",289.5983,-.03,54.95,48.81,"Four or more years","4-years or more",5,5,4,4,3,3,1
411222,411,"PSU 2",40.4151,-.02,51.32,51.52,"Four or more years","4-years or more",5,5,3,3,3,3,1
352223,352,"PSU 2",185.4623,-.02,32.92,25.65,"At least 2, but less than 4 years","2-years",5,5,1,1,1,1,0
429113,429,"PSU 1",60.5053,-.1,59.73,47.33,"Four or more years","4-years or more",5,5,5,5,2,2,1
361108,361,"PSU 1",251.6476,-.02,45.38,42.41,.d,.d,5,5,2,2,2,2,.d
233120,233,"PSU 1",203.1174,-.18,55.3,38.59,"At least 2, but less than 4 years","2-years",5,4,4,4,1,1,0
408125,408,"PSU 1",63.2942,-.11,54.2,63.85,"Four or more years","4-years or more",5,5,4,4,5,5,1
226218,226,"PSU 2",223.1629,-.11,60.37,60.77,"At least 2, but less than 4 years","2-years",5,5,5,5,5,5,0
170104,170,"PSU 1",238.415,-.07,48.94,43.14,"At least 2, but less than 4 years","2-years",5,5,3,3,2,2,0
451104,451,"PSU 1",49.5722,-.17,60.81,63.97,"At least 2, but less than 4 years","2-years",5,4,5,5,5,5,0
144124,144,"PSU 1",352.5163,-.07,54.34,48.07,"At least 2, but less than 4 years","2-years",5,5,4,4,3,2,0
128108,128,"PSU 1",380.3435,-.18,56.86,55.47,.c,"no college",5,4,4,4,4,4,0
399201,399,"PSU 2",42.1818,-.02,52.97,48.69,"Four or more years","4-years or more",5,5,4,3,3,3,1
347122,347,"PSU 1",564.2316,-.06,45.28,45.98,"At least 2, but less than 4 years","2-years",5,5,2,2,2,2,0
457101,457,"PSU 1",15.8799,-.02,48.64,54.11,"At least 2, but less than 4 years","2-years",5,5,3,3,4,4,0
286119,286,"PSU 1",65.8571,-.07,50.91,39.45,"At least 2, but less than 4 years","2-years",5,5,3,3,1,1,0
115130,115,"PSU 1",190.6767,-.15,43.75,42.28,"Four or more years","4-years or more",5,5,2,2,2,2,1
130111,130,"PSU 1",257.0517,-.02,56.3,53,"At least 2, but less than 4 years","2-years",5,5,4,4,4,3,0
217228,217,"PSU 2",59.8802,-.1,51.66,51.52,"Four or more years","4-years or more",5,5,3,3,3,3,1
384215,384,"PSU 2",89.6462,-.05,61.94,62.12,"Four or more years","4-years or more",5,5,5,5,5,5,1
352108,352,"PSU 1",248.7312,-.14,51.47,54.24,"At least 2, but less than 4 years","2-years",5,5,3,3,4,4,0
219212,219,"PSU 2",142.3246,-.19,46.19,47.58,.c,"no college",5,4,2,2,3,2,0
174225,174,"PSU 2",52.2548,-.04,54.15,51.15,"At least 2, but less than 4 years","2-years",5,5,4,4,3,3,0
408201,408,"PSU 2",65.7478,-.14,61.21,56.33,"At least 2, but less than 4 years","2-years",5,5,5,5,4,4,0
398213,398,"PSU 2",58.1282,-.13,46.76,49.8,"At least 2, but less than 4 years","2-years",5,5,2,2,3,3,0
149117,149,"PSU 1",173.7018,-.19,61.7,59.41,"Four or more years","4-years or more",5,4,5,5,5,5,1
284220,284,"PSU 2",479.651,-.12,52.12,49.18,.c,"no college",5,5,3,3,3,3,0
287124,287,"PSU 1",322.2849,-.06,53.15,46.47,.d,.d,5,5,4,3,2,2,.d
427106,427,"PSU 1",36.8509,-.19,46.74,38.22,.d,.d,5,4,2,2,1,1,.d
260135,260,"PSU 1",583.4063,-.19,44.82,28.36,"At least 2, but less than 4 years","2-years",5,4,2,2,1,1,0
214214,214,"PSU 2",308.6765,-.15,53.73,56.33,"At least 2, but less than 4 years","2-years",5,5,4,4,4,4,0
436207,436,"PSU 2",27.8053,-.09,54.85,51.89,"Four or more years","4-years or more",5,5,4,4,3,3,1
109232,109,"PSU 2",192.1794,-.01,52.65,41.91,.c,"no college",5,5,3,3,2,2,0
197123,197,"PSU 1",308.1845,-.14,50.99,52.76,"At least 2, but less than 4 years","2-years",5,5,3,3,3,3,0
253107,253,"PSU 1",664.2545,-.16,42.7,52.02,.c,"no college",5,5,2,2,3,3,0
329109,329,"PSU 1",85.1854,-.02,46.88,40.8,"Four or more years","4-years or more",5,5,2,2,1,1,1
292115,292,"PSU 1",203.0823,-.02,39.67,52.88,.c,"no college",5,5,1,1,3,3,0
445107,445,"PSU 1",115.4028,-.05,46.97,48.94,.d,.d,5,5,2,2,3,3,.d
434153,434,"PSU 1",29.894,-.15,47.61,47.83,"At least 2, but less than 4 years","2-years",5,5,3,2,3,2,0
101113,101,"PSU 1",178.9513,-.03,47.97,43.02,.d,.d,5,5,3,2,2,2,.d
384206,384,"PSU 2",89.6462,-.04,50.68,60.52,.d,.d,5,5,3,3,5,5,.d
157114,157,"PSU 1",174.6703,-.04,53.82,52.76,"Four or more years","4-years or more",5,5,4,4,3,3,1
284122,284,"PSU 1",237.5801,-.13,33.51,28.11,.d,.d,5,5,1,1,1,1,.d
342208,342,"PSU 2",237.6282,-.08,55.36,50.05,.c,"no college",5,5,4,4,3,3,0
135118,135,"PSU 1",45.0271,-.06,35.54,46.6,"At least 2, but less than 4 years","2-years",5,5,1,1,2,2,0
411116,411,"PSU 1",39.9688,-.09,48.58,55.71,"Four or more years","4-years or more",5,5,3,3,4,4,1
345218,345,"PSU 2",292.2936,-.1,47.43,50.79,.d,.d,5,5,2,2,3,3,.d
234215,234,"PSU 2",171.3291,-.16,44.15,45.49,"Four or more years","4-years or more",5,5,2,2,2,2,1
449205,449,"PSU 2",256.7693,-.11,42.56,57.44,"At least 2, but less than 4 years","2-years",5,5,2,2,4,4,0
265216,265,"PSU 2",203.4777,-.08,70.85,69.15,.c,"no college",5,5,5,5,5,5,0
150208,150,"PSU 2",161.2475,-.02,76.34,69.02,"At least 2, but less than 4 years","2-years",5,5,5,5,5,5,0
290121,290,"PSU 1",37.4224,-.09,45.38,44.13,.d,.d,5,5,2,2,2,2,.d
302225,302,"PSU 2",234.3011,-.2,45.99,60.03,.h,.h,5,4,2,2,5,5,.h
433210,433,"PSU 2",53.8657,-.03,58.45,54.48,"At least 2, but less than 4 years","2-years",5,5,4,4,4,4,0
250320,250,"PSU 3",164.7706,-.04,50.2,43.51,"Four or more years","4-years or more",5,5,3,3,2,2,1
414220,414,"PSU 2",23.4383,-.02,60.11,67.54,"Four or more years","4-years or more",5,5,5,5,5,5,1
267226,267,"PSU 2",192.7681,-.09,44.02,41.67,.c,"no college",5,5,2,2,2,1,0
344218,344,"PSU 2",570.0982,-.07,38.26,41.91,.c,"no college",5,5,1,1,2,2,0
214115,214,"PSU 1",211.2771,-.17,44.48,27.62,.d,.d,5,4,2,2,1,1,.d
128212,128,"PSU 2",593.1587,-.05,45.63,52.02,"At least 2, but less than 4 years","2-years",5,5,2,2,3,3,0
133105,133,"PSU 1",210.5144,-.2,38.2,50.66,"Four or more years","4-years or more",5,4,1,1,3,3,1
297120,297,"PSU 1",61.5044,-.01,48.51,42.78,"Four or more years","4-years or more",5,5,3,3,2,2,1
339106,339,"PSU 1",96.0639,-.2,68.67,38.22,.d,.d,5,4,5,5,1,1,.d
118211,118,"PSU 2",272.834,-.17,49.73,52.88,.c,"no college",5,4,3,3,3,3,0
290123,290,"PSU 1",181.8321,-.08,50.26,59.78,.c,"no college",5,5,3,3,5,5,0
255127,255,"PSU 1",419.6115,-.1,33.39,36.61,.c,"no college",5,5,1,1,1,1,0
327226,327,"PSU 2",370.1297,-.19,36.37,47.46,"Four or more years","4-years or more",5,4,1,1,2,2,1
436235,436,"PSU 2",27.8053,-.02,69.1,59.9,.d,.d,5,5,5,5,5,5,.d
272205,272,"PSU 2",538.5546,-.15,54.96,53.87,"At least 2, but less than 4 years","2-years",5,5,4,4,4,4,0
127124,127,"PSU 1",190.4386,-.03,37.98,46.23,"At least 2, but less than 4 years","2-years",5,5,1,1,2,2,0
160225,160,"PSU 2",179.4697,-.02,50.17,54.97,.c,"no college",5,5,3,3,4,4,0
122114,122,"PSU 1",301.3792,-.09,50.03,53.13,"At least 2, but less than 4 years","2-years",5,5,3,3,4,3,0
244205,244,"PSU 2",217.358,-.2,53.17,53.87,"At least 2, but less than 4 years","2-years",5,4,4,3,4,4,0
114211,114,"PSU 2",280.9176,-.1,46.82,48.94,.c,"no college",5,5,2,2,3,3,0
234101,234,"PSU 1",315.1493,-.06,63.41,54.11,"Four or more years","4-years or more",5,5,5,5,4,4,1
280210,280,"PSU 2",954.9751,-.05,56.05,51.77,.d,.d,5,5,4,4,3,3,.d
457201,457,"PSU 2",100.5911,-.01,49.91,50.79,"At least 2, but less than 4 years","2-years",5,5,3,3,3,3,0
293104,293,"PSU 1",73.5067,-.09,53.66,51.28,"At least 2, but less than 4 years","2-years",5,5,4,4,3,3,0
282105,282,"PSU 1",421.429,-.06,62.03,55.84,"Four or more years","4-years or more",5,5,5,5,4,4,1
308220,308,"PSU 2",678.7566,-.09,54.17,52.02,.d,.d,5,5,4,4,3,3,.d
125109,125,"PSU 1",290.8321,-.1,45.83,48.07,"Four or more years","4-years or more",5,5,2,2,3,2,1
368123,368,"PSU 1",265.6014,-.06,41.39,41.3,.c,"no college",5,5,2,1,2,1,0
455208,455,"PSU 2",142.5437,-.09,45.69,52.63,"Four or more years","4-years or more",5,5,2,2,3,3,1
296217,296,"PSU 2",816.2446,-.16,50.9,44.62,.d,.d,5,5,3,3,2,2,.d
119108,119,"PSU 1",281.6656,-.04,57.91,48.44,"At least 2, but less than 4 years","2-years",5,5,4,4,3,3,0
243108,243,"PSU 1",494.6356,-.07,41.31,46.72,"Four or more years","4-years or more",5,5,1,1,2,2,1
441220,441,"PSU 2",99.1335,-.05,47.72,46.1,"Four or more years","4-years or more",5,5,3,2,2,2,1
245217,245,"PSU 2",115.6179,-.07,44.87,42.53,.d,.d,5,5,2,2,2,2,.d
101127,101,"PSU 1",28.2951,-.12,53.7,60.77,"Four or more years","4-years or more",5,5,4,4,5,5,1
362225,362,"PSU 2",321.8705,-.02,48.49,34.52,.d,.d,5,5,3,3,1,1,.d
277121,277,"PSU 1",249.8877,-.12,45.36,43.76,.c,"no college",5,5,2,2,2,2,0
277225,277,"PSU 2",407.6226,-.15,55.57,47.83,"Four or more years","4-years or more",5,5,4,4,3,2,1
194212,194,"PSU 2",331.9942,-.19,50.22,49.06,"At least 2, but less than 4 years","2-years",5,4,3,3,3,3,0
296103,296,"PSU 1",66.1129,-.06,41.28,43.88,.d,.d,5,5,1,1,2,2,.d
181123,181,"PSU 1",227.7912,-.18,51.51,45.86,.c,"no college",5,4,3,3,2,2,0
138207,138,"PSU 2",233.4601,-.06,58.15,64.96,.d,.d,5,5,4,4,5,5,.d
379216,379,"PSU 2",141.1121,-.17,54.51,53.13,.c,"no college",5,4,4,4,4,3,0
360109,360,"PSU 1",304.4736,-.17,52.34,40.56,.d,.d,5,4,3,3,1,1,.d
311206,311,"PSU 2",455.8533,-.02,33.26,28.23,.c,"no college",5,5,1,1,1,1,0
181109,181,"PSU 1",222.5419,-.08,31.19,31.32,.c,"no college",5,5,1,1,1,1,0
167206,167,"PSU 2",391.3314,-.12,48.07,47.33,"Less than 2-years","less than 2-years",5,5,3,2,2,2,0
388213,388,"PSU 2",77.3139,-.14,66.34,56.7,"Four or more years","4-years or more",5,5,5,5,4,4,1
104207,104,"PSU 2",398.0873,-.03,46.98,41.54,"At least 2, but less than 4 years","2-years",5,5,2,2,2,1,0
306130,306,"PSU 1",195.8807,-.04,26.78,33.04,.c,"no college",5,5,1,1,1,1,0
308203,308,"PSU 2",179.3844,-.09,45.46,52.02,"At least 2, but less than 4 years","2-years",5,5,2,2,3,3,0
138114,138,"PSU 1",162.4716,-.06,50.7,53.13,"At least 2, but less than 4 years","2-years",5,5,3,3,4,3,0
140224,140,"PSU 2",421.9662,-.19,49.07,45.24,.d,.d,5,4,3,3,2,2,.d
128120,128,"PSU 1",87.2557,-.08,34.5,28.36,.c,"no college",5,5,1,1,1,1,0
367113,367,"PSU 1",66.0821,-.19,40.94,41.67,"At least 2, but less than 4 years","2-years",5,4,1,1,2,1,0
339123,339,"PSU 1",96.0639,-.02,47.37,57.69,"Four or more years","4-years or more",5,5,2,2,4,4,1
127207,127,"PSU 2",29.4597,-.03,70.17,53.74,"Four or more years","4-years or more",5,5,5,5,4,4,1
151106,151,"PSU 1",181.8711,-.17,39.08,29.71,.h,.h,5,4,1,1,1,1,.h
315204,315,"PSU 2",261.2378,-.09,48.8,37.6,"At least 2, but less than 4 years","2-years",5,5,3,3,1,1,0
272209,272,"PSU 2",538.5546,-.06,50,54.24,"At least 2, but less than 4 years","2-years",5,5,3,3,4,4,0
297119,297,"PSU 1",61.5044,-.18,50.46,45.49,"At least 2, but less than 4 years","2-years",5,4,3,3,2,2,0
358222,358,"PSU 2",26.0619,-.18,45.09,44.87,"At least 2, but less than 4 years","2-years",5,4,2,2,2,2,0
265229,265,"PSU 2",203.4777,-.2,46.52,44.5,"Four or more years","4-years or more",5,4,2,2,2,2,1
297101,297,"PSU 1",263.4844,-.02,47.05,44.62,"At least 2, but less than 4 years","2-years",5,5,2,2,2,2,0
248221,248,"PSU 2",181.2083,-.03,43.85,38.59,.c,"no college",5,5,2,2,1,1,0
343121,343,"PSU 1",166.1958,-.05,56.08,55.34,"Four or more years","4-years or more",5,5,4,4,4,4,1
147122,147,"PSU 1",284.7781,-.14,38.85,45.36,.c,"no college",5,5,1,1,2,2,0
265230,265,"PSU 2",203.4777,-.12,52.22,63.85,"Four or more years","4-years or more",5,5,3,3,5,5,1
294210,294,"PSU 2",100.8315,-.08,48.98,44.87,"At least 2, but less than 4 years","2-years",5,5,3,3,2,2,0
170224,170,"PSU 2",264.8349,-.13,41.02,37.48,.c,"no college",5,5,1,1,1,1,0
453201,453,"PSU 2",119.6142,-.2,57.75,48.2,"At least 2, but less than 4 years","2-years",5,4,4,4,3,3,0
239220,239,"PSU 2",214.2425,-.01,65.53,63.23,"Four or more years","4-years or more",5,5,5,5,5,5,1
246114,246,"PSU 1",126.4168,-.13,34.04,28.11,.c,"no college",5,5,1,1,1,1,0
183219,183,"PSU 2",510.2341,-.14,52.25,51.77,"Four or more years","4-years or more",5,5,3,3,3,3,1
278114,278,"PSU 1",102.015,-.07,47.56,34.89,"At least 2, but less than 4 years","2-years",5,5,2,2,1,1,0
180101,180,"PSU 1",76.6596,-.12,62.19,55.59,"Four or more years","4-years or more",5,5,5,5,4,4,1
350108,350,"PSU 1",300.4204,-.16,51.44,47.46,"At least 2, but less than 4 years","2-years",5,5,3,3,2,2,0
331231,331,"PSU 2",190.5657,-.09,45.75,43.64,.c,"no college",5,5,2,2,2,2,0
213215,213,"PSU 2",222.7446,-.16,43.37,33.04,.c,"no college",5,5,2,2,1,1,0
292112,292,"PSU 1",196.9865,-.18,49.95,41.42,.c,"no college",5,4,3,3,2,1,0
123125,123,"PSU 1",370.1984,-.11,54.81,55.84,.i,.i,5,5,4,4,4,4,.i
264203,264,"PSU 2",269.6414,-.18,50.59,44.5,"At least 2, but less than 4 years","2-years",5,4,3,3,2,2,0
427133,427,"PSU 1",37.7412,-.16,45.29,45.98,"At least 2, but less than 4 years","2-years",5,5,2,2,2,2,0
309201,309,"PSU 2",229.7139,-.14,45.88,50.66,.c,"no college",5,5,2,2,3,3,0
200106,200,"PSU 1",298.1938,-.16,57.25,44.13,"At least 2, but less than 4 years","2-years",5,5,4,4,2,2,0
352219,352,"PSU 2",185.4623,-.02,68.25,62.61,"At least 2, but less than 4 years","2-years",5,5,5,5,5,5,0
224111,224,"PSU 1",296.7635,-.09,50.69,55.1,"At least 2, but less than 4 years","2-years",5,5,3,3,4,4,0
253205,253,"PSU 2",164.2394,-.19,39.36,35.01,.c,"no college",5,4,1,1,1,1,0
167215,167,"PSU 2",143.5708,-.1,43.28,44.87,"At least 2, but less than 4 years","2-years",5,5,2,2,2,2,0
297110,297,"PSU 1",61.5044,-.08,48.97,47.09,.c,"no college",5,5,3,3,2,2,0
115118,115,"PSU 1",190.6767,-.1,61.84,56.82,"Four or more years","4-years or more",5,5,5,5,4,4,1
138125,138,"PSU 1",162.4716,-.04,46.08,48.2,"Four or more years","4-years or more",5,5,2,2,3,3,1
209222,209,"PSU 2",214.9572,-.09,50.97,49.18,"At least 2, but less than 4 years","2-years",5,5,3,3,3,3,0
131210,131,"PSU 2",316.5995,-.15,36.46,41.54,.c,"no college",5,5,1,1,2,1,0
135111,135,"PSU 1",180.8755,-.13,44.1,62.12,.c,"no college",5,5,2,2,5,5,0
376118,376,"PSU 1",228.0783,-.19,59.11,53.25,"Four or more years","4-years or more",5,4,5,4,4,3,1
310211,310,"PSU 2",601.7752,-.18,30.35,31.56,"Four or more years","4-years or more",5,4,1,1,1,1,1
108204,108,"PSU 2",460.0043,-.18,47.97,45.49,"At least 2, but less than 4 years","2-years",5,4,3,2,2,2,0
397107,397,"PSU 1",63.9498,-.03,56.57,59.9,"At least 2, but less than 4 years","2-years",5,5,4,4,5,5,0
311212,311,"PSU 2",636.5395,-.12,44.92,43.14,.c,"no college",5,5,2,2,2,2,0
349232,349,"PSU 2",167.0824,-.18,47.36,48.44,"Four or more years","4-years or more",5,4,2,2,3,3,1
265104,265,"PSU 1",790.4823,-.04,51.68,53.62,.c,"no college",5,5,3,3,4,4,0
191301,191,"PSU 3",421.2776,-.1,52.33,52.39,"Four or more years","4-years or more",5,5,3,3,3,3,1
151110,151,"PSU 1",187.9094,-.18,62.84,68.04,"At least 2, but less than 4 years","2-years",5,4,5,5,5,5,0
262118,262,"PSU 1",560.3224,-.14,42.68,37.72,"Less than 2-years","less than 2-years",5,5,2,2,1,1,0
424326,424,"PSU 3",74.5709,-.01,50.82,50.05,"Four or more years","4-years or more",5,5,3,3,3,3,1
160131,160,"PSU 1",140.6963,-.06,35.36,44.13,"At least 2, but less than 4 years","2-years",5,5,1,1,2,2,0
353206,353,"PSU 2",206.421,-.09,52.85,43.64,.d,.d,5,5,3,3,2,2,.d
358104,358,"PSU 1",284.6222,-.1,50.28,52.39,"Four or more years","4-years or more",5,5,3,3,3,3,1
439129,439,"PSU 1",74.145,-.09,65.68,63.11,"Four or more years","4-years or more",5,5,5,5,5,5,1
377210,377,"PSU 2",307.0452,-.02,32.87,44.75,"At least 2, but less than 4 years","2-years",5,5,1,1,2,2,0
432128,432,"PSU 1",141.4796,-.19,59.39,59.16,"Four or more years","4-years or more",5,4,5,5,5,5,1
434201,434,"PSU 2",38.4494,-.07,58.18,51.77,"Four or more years","4-years or more",5,5,4,4,3,3,1
289122,289,"PSU 1",382.1975,-.19,39.49,29.47,.c,"no college",5,4,1,1,1,1,0
282228,282,"PSU 2",394.8293,-.1,46.97,45.73,"At least 2, but less than 4 years","2-years",5,5,2,2,2,2,0
280206,280,"PSU 2",142.8431,-.17,47.12,44.99,.c,"no college",5,4,2,2,2,2,0
114209,114,"PSU 2",285.4611,-.06,54.02,54.61,.h,.h,5,5,4,4,4,4,.h
335129,335,"PSU 1",274.7156,-.02,54.86,56.21,"At least 2, but less than 4 years","2-years",5,5,4,4,4,4,0
173118,173,"PSU 1",415.6405,-.14,48.14,47.21,"Four or more years","4-years or more",5,5,3,2,2,2,1
122115,122,"PSU 1",301.3792,-.09,38.95,32.67,.d,.d,5,5,1,1,1,1,.d
399112,399,"PSU 1",39.9915,-.12,51.71,57.19,"Four or more years","4-years or more",5,5,3,3,4,4,1
442221,442,"PSU 2",80.1272,-.01,33.36,41.79,"Four or more years","4-years or more",5,5,1,1,2,1,1
312120,312,"PSU 1",405.5699,-.03,52.87,45.36,"Four or more years","4-years or more",5,5,4,3,2,2,1
186213,186,"PSU 2",258.5734,-.2,64.53,59.29,"At least 2, but less than 4 years","2-years",5,4,5,5,5,5,0
331230,331,"PSU 2",190.5657,-.11,56.54,49.18,"Less than 2-years","less than 2-years",5,5,4,4,3,3,0
131224,131,"PSU 2",316.5995,-.13,48.43,49.8,"At least 2, but less than 4 years","2-years",5,5,3,3,3,3,0
184228,184,"PSU 2",238.4928,-.19,37.54,45.49,.c,"no college",5,4,1,1,2,2,0
381307,381,"PSU 3",273.621,-.1,38.86,38.71,.c,"no college",5,5,1,1,1,1,0
404101,404,"PSU 1",65.8367,-.16,44.24,45.98,"At least 2, but less than 4 years","2-years",5,5,2,2,2,2,0
161204,161,"PSU 2",267.6035,-.08,52.86,57.44,"At least 2, but less than 4 years","2-years",5,5,4,3,4,4,0
131112,131,"PSU 1",175.8986,-.03,36.46,29.96,"At least 2, but less than 4 years","2-years",5,5,1,1,1,1,0
330112,330,"PSU 1",252.6892,-.18,50.37,48.69,.d,.d,5,4,3,3,3,3,.d
428110,428,"PSU 1",107.0595,-.19,62.75,59.29,"Four or more years","4-years or more",5,4,5,5,5,5,1
263201,263,"PSU 2",351.8523,-.14,49.91,44.01,.d,.d,5,5,3,3,2,2,.d
160212,160,"PSU 2",179.4697,-.12,55.01,58.3,"At least 2, but less than 4 years","2-years",5,5,4,4,4,4,0
